name,code,state_id
Armutlu Mal Müd.,77102,YALOVA
Yalova VD.,77201,YALOVA
Çınarcık Mal Müd.,77103,YALOVA
Eflani Mal Müd.,78101,KARABÜK
Eskipazar Mal Müd.,78102,KARABÜK
Ovacık Mal Müd.,78103,KARABÜK
Yenice Mal Müd.,78105,KARABÜK
Karabük VD.,78201,KARABÜK
Safranbolu VD.,78260,KARABÜK
Kilis VD.,79201,KİLİS
Osmaniye VD.,80201,OSMANİYE
Sunbas Mal Müd.,80105,OSMANİYE
Hasanbeyli Mal Müd.,80104,OSMANİYE
Düziçi Mal Müd.,80102,OSMANİYE
Kadirli VD.,80260,OSMANİYE
Bahçe Mal Müd.,80101,OSMANİYE
Toprakkale Mal Müd.,80106,OSMANİYE
Gümüşova Mal Müd.,81105,DÜZCE
Gölyaka Mal Müd.,81104,DÜZCE
Çilimli Mal Müd.,81103,DÜZCE
Düzce VD.,81260,DÜZCE
Cumayeri Mal Müd.,81102,DÜZCE
Yığılca Mal Müd.,81107,DÜZCE
Akçakoca VD.,81261,DÜZCE
Kaynaşlı Mal Müd.,81106,DÜZCE
